lang,key,labse_score,cometkiwi_score,avg_score,fr,translation
km,game:game.frequencyDiscrimination.whichWasHigher,0.778,0.563,0.6705,Lequel était plus aigu ?,មួយណាខ្ពស់ជាង?
hu,settings:settings.dualTrack.identityTracking,0.705,0.636,0.6705,Identite par couleur,Színazonosságok
tr,settings:settings.ufov.sessionVariant,0.74,0.601,0.6705,Variante de session,Oturum varyantı
el,game:game.symbolSearch.searchGroup,0.815,0.526,0.6705,Groupe de recherche,Αναζήτηση ομάδας
ur,game:game.cogTask.timeEstimation.noBias,0.749,0.592,0.6705,Pas de biais significatif,لا يوجد جھکاؤ ملحوظ
hi,game:game.inspectionTime.minCorrectIt,0.817,0.524,0.6705,TI min. correcte,न्यूनतम सही IT
ja,settings:settings.brainworkshop.trialsFactorHint,0.735,0.606,0.6705,Multiplicateur de N^exposant (défaut: 1),N^累乗の倍率 (デフォルト: 1)
fa,stats:stats.contextual.sublines.noResponseV1,0.752,0.589,0.6705,"{{targets}} cibles présentées, aucune réponse.",{{targets}} أهداف معروضة بدون استجابة
ja,game:game.beadsTask.avgDecisionTime,0.693,0.648,0.6705,Temps de décision moy.,平均決定時間
th,settings:settings.gameMode.ospanDesc,0.769,0.572,0.6705,"Vérifiez des calculs, mémorisez des lettres, puis rappelez dans l'ordre. Le gold standard de l'empan complexe — stockage sous charge cognitive.",ตรวจคณิตศาสตร์ จำตัวอักษร แล้วจำตามลำดับ มาตรฐานทองคำสำหรับช่วงหน่วยความจำการทำงานที่ซับซ้อน — พื้นที่จัดเก็บภายใต้โหลดการรับรู้
tr,game:trace.guide.holdMindful,0.754,0.587,0.6705,Maintenez la cellule pendant {{seconds}}s,Hücreyi {{seconds}}sn süreyle basılı tutun
tr,settings:settings.tower.sessionVariant,0.74,0.601,0.6705,Variante de session,Oturum varyantı
zh,settings:settings.gridlock.quickShowMoveCounterDesc,0.742,0.599,0.6705,Affiche ou masque le compteur de coups pendant la partie.,在游戏中显示或隐藏步数计数器。
vi,settings:settings.trace.feedbackDurationHint,0.719,0.622,0.6705,Temps du retour visuel,Thời gian phản hồi trực quan
hi,game:game.perspectiveTaking.withinTolerance,0.718,0.623,0.6705,Dans la tolérance,सहिष्णुता सीमा में
tl,game:game.timePromem.pmHitsExpected,0.817,0.524,0.6705,Réussites PM / Attendues,PM Hits / Inaasahan
ru,settings:settings.gameMode.mentalRotation,0.813,0.528,0.6705,Rotation mentale,Ментальное вращение
it,stats:stats.contextual.sublines.simpleMissFocusV1,0.736,0.605,0.6705,{{misses}} omissions : cherchez d'abord les cibles.,{{misses}} omissioni: concentrati prima sul rilevamento dei bersagli.
km,tutorial:tutorial.trace.swipe4,0.753,0.588,0.6705,Restez concentré. Visualisez la position avant de swiper.,ផ្ចង់អារម្មណ៍។ ស្រមៃទីតាំងមុន swipe។
pl,tutorial:tutorial.trace.tapTarget,0.799,0.542,0.6705000000000001,Tapez la position du tour précédent,Dotknij pozycji z poprzedniej tury
tr,stats:stats.unifiedReport.bwMessages.down,0.799,0.542,0.6705000000000001,Score insuffisant. Vous redescendez pour consolider.,Yetersiz puan. Pekiştirmek için geri adım atıyorsun.
ms,auth:auth.toast.appleError,0.791,0.55,0.6705000000000001,Erreur de connexion Apple,Ralat log masuk Apple
ko,stats:stats.advanced.modeBreakdown,0.663,0.678,0.6705000000000001,Répartition par mode,모드별 분석
tr,game:game.cogTask.timeEstimation.watchDemo,0.787,0.554,0.6705000000000001,Observez la durée,Süreyi izle
ja,stats:stats.unifiedReport.dualnbackClassicRuleStay,0.81,0.531,0.6705000000000001,3 à 5 erreurs / modalité : Maintien,各モダリティでエラー 3〜5: 維持
te,game:game.cognitiveBias.biasResistance,0.798,0.543,0.6705000000000001,Résistance au biais,పక్షపాత నిరోధకత
hu,stats:stats.contextual.headlines.abandonedV3,0.686,0.655,0.6705000000000001,Arrêt avant la fin,Korai megállás
vi,settings:settings.gameMode.cognitiveMapDesc,0.798,0.543,0.6705000000000001,Naviguez dans des environnements et formez des cartes mentales.,Điều hướng môi trường và hình thành bản đồ tinh thần.
zh,home:ospan.measure.bestSpan,0.81,0.531,0.6705000000000001,Record {{span}},最佳记录 {{span}}
ta,stats:report.symmetrySpan.performanceBySetSize,0.79,0.551,0.6705000000000001,Performance par taille de série,செட் அளவு மூலம் செயல்திறன்
ko,stats:stats.simple.modeBreakdown,0.663,0.678,0.6705000000000001,Répartition par mode,모드별 분석
nl,game:game.gapDetection.gapOrNoGap,0.791,0.55,0.6705000000000001,Pause ou pas de pause ?,Gat of geen gat?
zh,settings:settings.presets.deleteTitle,0.816,0.526,0.671,Supprimer le profil ?,删除配置文件？
zh,stats:stats.tooltips.omissionsDesc,0.794,0.548,0.671,Matchs manqués : quand il y avait un match mais vous n'avez pas répondu. Souvent lié à l'inattention.,错过的匹配：有匹配但您没有响应。通常与注意力不集中有关。
hi,stats:stats.unifiedReport.confidenceErrorAwareness,0.801,0.541,0.671,Conscience erreur,त्रुटि जागरूकता
ur,settings:settings.gameMode.iowaGambling,0.745,0.597,0.671,Tâche de jeu de l'Iowa,Iowa Gambling کام
el,settings:settings.dualTrack.collision,0.705,0.637,0.671,Collision entre billes,Σύγκρουση μπάλας
km,game:game.numberLine.linearityRsup2,0.677,0.665,0.671,Linearity (R&sup2;),ភាពត្រង់ (R²)
ko,badges:badges.second_wind.description,0.799,0.543,0.671,Améliorer son d-prime entre moitié 1 et 2 (d′ ≥ 2.0 requis).,전반과 후반 사이에 d-prime이 향상됩니다 (d′ ≥ 2.0 필요).
ru,home:home.challenge.validatedToday.title,0.751,0.591,0.671,Objectif du jour validé,Цель на сегодня выполнена
sw,tutorial:tutorial.postlude.levels.pressAudio,0.791,0.551,0.671,"Si ça répète, appuie sur Audio.","Sauti ikirudia, bonyeza Sauti."
hi,stats:stats.unifiedReport.confidence.components.errorAwareness,0.801,0.541,0.671,Conscience erreur,त्रुटि जागरूकता
tl,home:ospan.measure.firstTestTitle,0.796,0.546,0.671,Mesurez votre mémoire de travail,Sukatin ang iyong memorya sa pagtatrabaho
tl,settings:settings.gameMode.categoryAuditoryProcessing,0.813,0.529,0.671,Traitement auditif,Pagproseso ng pandinig
id,game:game.attentionalCapture.noSingleton,0.796,0.546,0.671,Pas de singleton,Tidak ada Singleton
ta,settings:settings.trace.dynamicSwipeDirection,0.735,0.607,0.671,Direction dynamique,டைனமிக் திசை
my,settings:settings.visualAids.title,0.815,0.527,0.671,Aides visuelles,အမြင် aids
hi,game:game.consequences.roundProgress,0.808,0.534,0.671,Manche {{current}} / {{total}},राउंड {{current}} / {{total}}
fa,settings:settings.gameMode.vocalProsody,0.654,0.688,0.671,Prosodie vocale,آهنگ صوتی
ja,game:game.cogTask.posner.validAccuracy,0.818,0.524,0.671,Précision valide,有効正確度
vi,settings:settings.gameMode.changeBlindnessDesc,0.808,0.534,0.671,Repérer les changements entre des versions alternées d'une scène.,Điểm thay đổi giữa các phiên bản cảnh xen kẽ.
te,stats:stats.contextual.sublines.analystModalityGapStrongV2,0.774,0.568,0.671,C'est {{worst}} qui pèse le plus : mettez-la en priorité sur la suite.,{{worst}} చాలా బరువు కలిగి ఉంది: తర్వాత దానికి ప్రాధాన్యత ఇవ్వండి.
hu,stats:stats.placeholders.simplePerformanceTitle,0.797,0.545,0.671,Performance détaillée par mode,Részletes teljesítmény módonként
fi,settings:settings.gameMode.mnemonicDiscriminationDesc,0.79,0.552,0.671,Distinguez les images déjà vues de leurres très similaires.,Erottele vanhat kuvat hyvin samankaltaisista houkuttimista.
th,settings:settings.config.buffers,0.802,0.54,0.671,(+ {{count}} tampons),(+ {{count}} บัฟเฟอร์)
ja,stats:stats.tooltips.hesitationDesc,0.807,0.535,0.671,Temps total passé à survoler les mauvais emplacements avant de déposer. Moins d'hésitation indique plus de confiance.,ドロップ前に誤ったスロット上で費やした合計時間です。迷いが少ないほど確信度が高いことを示します。
no,stats:stats.contextual.sublines.noResponseV1,0.814,0.528,0.671,"{{targets}} cibles présentées, aucune réponse.",{{targets}}-mål presentert uten respons
fa,game:game.cogTask.vocalProsody.heroTitle,0.654,0.688,0.671,Prosodie vocale,آهنگ صوتی
fa,settings:settings.gameMode.gazeDirectionDesc,0.811,0.531,0.671,Déterminez ou un visage regarde.,مشخص کن یک چهره کجا نگاه می‌کند.
sv,stats:stats.mode.ospanDesc,0.812,0.53,0.671,Empan complexe : équations + rappel de lettres,Komplex span: ekvationer + bokstavsåterkallning
bn,settings:settings.trace.gridStyle,0.795,0.547,0.671,Style de grille,গ্রিড শৈলী
sw,game:game.pinkNoiseInfo,0.765,0.577,0.671,Un fond sonore accompagne chaque stimulus. Vous pouvez le personnaliser ou le désactiver depuis les paramètres audio.,Toni ya usuli huandamana na kila kichocheo. Unaweza kuigeuza kukufaa au kuizima katika mipangilio ya sauti.
no,settings:settings.gameMode.lightsOutDesc,0.817,0.525,0.671,Appuyez sur les cases pour éteindre toutes les lumières. Chaque tap inverse aussi les cases adjacentes.,Bytt celler for å slå av alt lys. Hvert trykk snur også tilstøtende celler.
bn,game:trace.settings.gridStyle,0.795,0.547,0.671,Style de grille,গ্রিড শৈলী
ur,tutorial:tutorial.memo.conclusion,0.769,0.573,0.671,Excellent ! Vous maîtrisez le rappel actif. Lancez une session !,شاندار! فعال یاد سیکھ لی۔ ایک سیشن شروع کریں!
uk,stats:stats.contextual.sublines.falseAlarmsV2,0.816,0.526,0.671,Réponses sur non-cibles : {{fa}}. Peut indiquer un critère de match trop permissif. Pour progresser : exiger un indice clair.,Відповіді на нецілі: {{fa}}. Можливо надто м'який критерій збігу. Для покращення: вимагай чіткий сигнал.
ja,tutorial:tutorial.pick.soundVoyelle,0.799,0.543,0.671,Vous entendez A. C'est une voyelle. Cliquez sur VOYELLE.,Aが聞こえます。これは母音です。「母音」をクリックしてください。
zh,game:game.cancellation.targetDescription,0.777,0.565,0.671,d avec 2 barres,带2个标记的d
ja,stats:stats.contextual.sublines.analystVariableRtV1,0.68,0.662,0.671,Rythme variable sur la session : fixez un tempo et tenez-le.,このセッションでリズムが変動：テンポを決めて維持して。
fa,settings:settings.gameMode.readingSpanDesc,0.776,0.566,0.671,Jugez le sens des phrases tout en mémorisant le dernier mot de chacune. Mesure la mémoire de travail verbale — combien vous retenez en traitant activement.,معنای جمله را قضاوت کن و آخرین کلمه هر یک را حفظ کن. حافظه کاری کلامی را می‌سنجد.
ru,settings:settings.premium.bestValue,0.772,0.57,0.671,Meilleur rapport,Лучшее соотношение
pl,game:game.cogTask.tetrisMind.findPiece,0.806,0.536,0.671,Quelle pièce comble le trou ?,Który element pasuje do otworu?
sv,tutorial:tutorial.hub.trace.description,0.73,0.612,0.671,Apprenez les gestes de rappel actif par tracé.,Lär dig aktiva återkallningsgester genom att rita.
zh,settings:settings.gameMode.vocalProsody,0.769,0.573,0.671,Prosodie vocale,语音韵律
mr,home:home.synergy.dualTrack.targetsHint,0.773,0.569,0.671,Lié au niveau N du N-Back.,N-Back स्तराशी जोडलेले.
mr,settings:settings.sync.lastSync,0.734,0.608,0.671,Dernière synchronisation :,शेवटचे सिंक:
th,tutorial:tutorial.pick.spotlight.hud,0.8,0.542,0.671,En haut : votre progression dans le tutoriel.,ด้านบน: ความก้าวหน้าในบทช่วยสอน
fi,settings:settings.gameMode.cambridgeGamblingDesc,0.794,0.548,0.671,Pariez sur des résultats avec des probabilités connues pour mesurer la prise de risque,Lyö vetoa tunnetuilla todennäköisyyksillä riskinoton mittaamiseksi
th,game:game.dichoticListening.ignoreTheRightColumn,0.791,0.551,0.671,Ignorez la colonne de droite,ละเว้นคอลัมน์ด้านขวา
ko,home:home.showProfile,0.753,0.589,0.671,Afficher le profil cognitif,인지 프로필 보기
sw,stats:report.dualTrack.calibrationLabel,0.722,0.62,0.671,Calibration du niveau,Urekebishaji wa kiwango
zh,game:game.cogTask.vocalProsody.heroTitle,0.769,0.573,0.671,Prosodie vocale,语音韵律
th,stats:stats.contextual.sublines.focusLostV1,0.789,0.553,0.671,{{count}} pertes de focus ({{duration}} hors app) : peut brouiller la détection. Pour progresser : éviter les interruptions.,เสียสมาธิ {{count}} ครั้ง ({{duration}} ออกจากแอป): อาจทำให้ตรวจจับพร่ามัว เพื่อปรับปรุง: หลีกเลี่ยงการขัดจังหวะ
fi,game:game.negativePriming.positivePrimingRt,0.77,0.572,0.671,TR d'amorçage positif,Positive Priming RT
th,stats:stats.tooltips.hitRateDesc,0.761,0.581,0.671,Proportion de matchs correctement détectés. Hits / (Hits + Miss). Plus élevé = mieux.,สัดส่วนการตรวจจับเป้าหมายที่ถูกต้อง ถูก / (ถูก + พลาด) ยิ่งสูงยิ่งดี
ko,stats:stats.contextual.sublines.analystSprinterV2,0.804,0.538,0.671,Accélération sur la fin : vous terminez fort.,후반에 가속: 끝을 강하게 마무리했습니다.
id,settings:settings.gameMode.cubePuzzleDesc,0.811,0.531,0.671,Roulez un cube pour ramasser des carrés colorés. Puzzle de visualisation spatiale.,Gulung kubus di atas kisi-kisi untuk mengambil kotak berwarna. Teka-teki visualisasi spasial.
en,game:game.negativePriming.positivePrimingRt,0.77,0.572,0.671,TR d'amorçage positif,Positive Priming RT
bn,settings:settings.corsi.highlightSpeed,0.75,0.592,0.671,Vitesse d'illumination,হাইলাইট গতি
